target,text,stance,cut,length
IphoneSE,iPhoneSE与5S外观最大区别在于后壳字样。“只要半小时就能‘变身’。”在福州大利嘉开店多年的小陈告诉记者，他做过实验，利用镭射技术，只需几十元就可以任意更改手机后壳上的字样。,2,iPhoneSE S 外观 最大 区别 后壳 字样 半小时 变身 福州 大利 嘉 开店 多年 陈 告诉 记者 做 实验 利用 镭射 技术 需 几十元 任意 更改 手机 后壳 字样 ,90
开放二胎,#社会抚养费去向成谜#国家开放二胎了！ 按以前的惯例抚养费要是用于卫生部计生办这些部门花销之类的！那从今年起国家还要每年拨款几十个亿让她们（所谓）公款出国，公款接待，公款买车吗！,1,社会 抚养费 去向 成谜 国家 开放 二胎 以前 惯例 抚养费 用于 卫生部 计生办 部门 花销 从今年起 国家 每年 拨款 几十个 亿让 所谓 公款 出国 公款 接待 公款 买车 ,91
IphoneSE,还行吧 就是屏幕太小 每打一个字母 都要重复几次才正确 别说 这段话我打了二十多分钟才打完🙄😤,1,还行 屏幕 太小 一个 字母 重复 几次 正确 这段话 二十多分钟 完 ,36
IphoneSE,用惯“大屏”手机就一定回不去了吗？对我来说答案是否定的。相反，“小屏”手机这久违的手感是“大屏”永远体会不到的。iPhone SE代表了IOS手机设备里的“小屏”典范。而对于安卓阵营来说，一款兼具性能与颜值的“小屏”典范会出自哪家之手呢？值得期待！,0,用惯 大屏 手机 一定 回不去 答案 否定 相反 小屏 手机 久违 手感 大屏 永远 体会 不到 iPhoneSE 代表 IOS 手机 设备 里 小屏 典范 安卓 阵营 一款 兼具 性能 颜值 小屏 典范 会 出自 哪家 之手 值得 期待 ,120
开放二胎,反正开放二胎了，我要生一个哥哥再生一个妹妹，想想妹控我的心就化了,0,反正 开放 二胎 要生 一个 哥哥 再生 一个 妹妹 想想 妹控 心就化 ,37
深圳禁摩限电,#深圳禁摩限电#摩托车电动车在路上跑确实很不安全，机动车直行他们我的直行，机动车待转他们也待转，这样算是好的，有的根本不等红绿灯还拿他没办法，如果有什么事还是机动车和非机动车发生的事故，机动车全责，而大部分事故是非机动车引起的。,0,深圳 禁摩 限电 摩托车 电动车 路上 跑 确实 安全 机动车 直行 直行 机动车 待转 待转 算是 根本 红绿灯 没 办法 事 机动车 非机动车 发生 事故 机动车 全责 大部分 事故 非机动车 引起 ,102
俄罗斯在叙利亚的反恐行动,等一等，好像在俄罗斯进入叙利亚轰炸“恐怖分子”之前，难民已经越过边境线到达土耳其、希腊和东欧了吧？这锅扣得莫名其妙，不赞同。,0,等一等 好像 俄罗斯 进入 叙利亚 轰炸 恐怖分子 之前 难民 已经 越过 边境线 到达 土耳其 希腊 东欧 锅 扣 莫名其妙 赞同 ,67
俄罗斯在叙利亚的反恐行动,叙利亚反对派和is不是一回事，叙利亚自由军是反对巴萨儿的几个党派组成的。俄罗斯以炸is为名，行炸反对派之实。,1,叙利亚 反对派 is 回事 叙利亚 自由 军是 反对 巴萨 几个 党派 组成 俄罗斯 以炸 is 为名 行炸 反对派 之实 ,62
开放二胎,回到了和平的二胎生活,0,回到 和平 二胎 生活 ,12
俄罗斯在叙利亚的反恐行动,凯旋的战士理应受到全民的爱戴。,0,凯旋 战士 理应 全民 爱戴 ,15
IphoneSE,iPhone SE在上海热销，连续几天来各大专卖店均货到即告售罄。此前iPhone SE在美国并不火热，首发周末总销量远低于其他型号。有业内人士称，iPhone SE在上海连续多日“一机难求”，“是备货不足，也不排除是一场饥饿营销。,2,iPhoneSE 上海 热销 连续 几天 各大 专卖店 均 货到 即告 售罄 此前 iPhoneSE 美国 火热 首发 周末 总 销量 远 低于 型号 业内人士 称 iPhoneSE 上海 连续 多日 一机 难求 备货 不足 排除 一场 饥饿 营销 ,125
IphoneSE,反正64G 4000块是完全不考虑的， 现在6S港16g 原封拿货价才4300，虽然很喜欢SE 反正现在是没那么傻会买,1,反正 G 块 完全 考虑 现在 S 港 g 原封 货价 喜欢 SE 反正 现在 没 傻会 买 ,47
春节放鞭炮,发表了博文《寒假》小时候，春节就是吃饺子，放鞭炮，玩上学啦，春节就是补习，聚会，团聚毕业啦，春节成了相亲，相亲，相亲现在，春节是回家，陪伴。|春节有感,0,发表 博文 寒假 小时候 春节 吃饺子 放鞭炮 玩 上学 春节 补习 聚会 团聚 毕业 春节 成 相亲 相亲 相亲 现在 春节 回家 陪伴 春节 有感 ,76
春节放鞭炮,#春节少放鞭炮#饺子好吃不在褶上，过年热闹不在响上……放炮这玩意儿，不光是污染的的事---个人安全、火险、躁音………不放也罢！,1,春节 少 放鞭炮 饺子 好吃 褶上 过年 热闹 响 放炮 玩意儿 污染 事 个人 安全 火险 躁音 不放 ,53
IphoneSE,能不能不要和5s长得一样,1,不能不要 s 长得 ,10
俄罗斯在叙利亚的反恐行动,ISIS应该出来帮反,1,ISIS 应该 帮反 ,11
俄罗斯在叙利亚的反恐行动,支持坚持公正的俄罗斯！单极的世界是不正常的，也是不平衡的！,0,支持 坚持 公正 俄罗斯 单极 世界 正常 平衡 ,25
春节放鞭炮,#年俗大不同#春节临近，国际大都市上海又有怎样的年俗？记者调查发现，上海人过年“务实”二字当先，繁缛传统逐被抛弃，但迎财神，放鞭炮却尤为看重。 @张婷华爱太阳花 @三星笔记本Q客联盟,0,年俗 不同 春节 临近 国际 大都市 上海 年 俗 记者 调查 发现 上海 过年 务实 二字 当先 繁缛 传统 逐被 抛弃 但迎 财神 放鞭炮 尤为 看重 张婷华爱 太阳 花 三星 笔记本 Q 客 联盟 ,102
春节放鞭炮,【没放鞭炮就“染”了 你还敢放吗？】今起至正月十五，哈尔滨市可销售、燃放鞭炮，如遇空气重度污染橙色或红色预警一律禁放。22日哈市空气质量就给放鞭炮“戴了眼罩”，12个监测点空气质量全部为中重度污染，其中6个监测点AQI指数超过200。http://t.cn/8FtXemE #春节不放鞭#你愿意吗？,1,没 放鞭炮 就染 敢 放 今起 正月十五 哈尔滨市 销售 燃放鞭炮 如遇 空气 重度 污染 橙色 红色 预警 一律 禁放 日 哈市 空气质量 放鞭炮 戴 眼罩 监测点 空气质量 中重度 污染 监测点 AQI 指数 超过 httptcnFtXemE 春节 放鞭 愿意 ,133
春节放鞭炮,今年不放鞭炮，拒绝危险、拒绝污染，以后要过个环保春节！,1,今年 放鞭炮 拒绝 危险 拒绝 污染 以后 过个 环保 春节 ,31
俄罗斯在叙利亚的反恐行动,支持土耳其打俄毛[嘻嘻]中国可参考土模式，对非法进入南海的，警告10次，打,1,支持 土耳其 打俄毛 嘻嘻 中国 参考 土 模式 非法 进入 南海 警告 次 ,39
IphoneSE,外观上没有新意，性能有所提升，价格上就不怎么尽人意，总的来说还行，但是不会去买,1,外观 没有 新意 性能 有所 提升 价格 不怎么 尽人意 行 不会 买 ,36
俄罗斯在叙利亚的反恐行动,明摆着是美国人指挥哈巴狗土耳其，故意挑衅俄罗斯。普京当然心知肚明，暂时不回手。但是，一定会加倍报复。等着瞧！,0,明摆着 美国 指挥 哈巴狗 土耳其 故意 挑衅 俄罗斯 普京 心知肚明 暂时 回手 一定 会 加倍 报复 等着瞧 ,57
开放二胎,回家就是各种要求“生二胎”！我想说，草泥马，老娘生不生二胎关你们毛事啊！我的人生不需要你们指手画脚！！！,1,回家 要求 生二胎 想 说 草泥马 老娘 生不 生二胎 关 毛事 人生 需要 指手画脚 ,44
开放二胎,baby 们的激情我看到啦但是我看到有女生评论说，刚生完二胎就丢下孩子一个人去国外拍照，不爱孩子等等的评论，我要强调下，我认为爱不爱孩子并不能用天天套牢哪里都不能去来定义，我是一个想按照自己希望的样子来生活女人，我个人认为爱自己，爱家庭，老公爱你，都是和自身提升积极分不开的,0,baby 激情 看到 看到 女生 评论 说 刚生 完 二胎 丢下 孩子 一个 人去 国外 拍照 不爱 孩子 评论 我要 强调 认为 爱不爱 孩子 不能 天天 套牢 不能 定义 一个 想 希望 样子 生活 女人 个人 认为 爱 爱 家庭 老公 爱 提升 积极 分不开 ,133
春节放鞭炮,"#春节放鞭炮#【车主放鞭炮 不慎引燃新车】1月26日13时左右,沙坪坝区曾家镇医院附近一辆面包车突然起火,浓烟滚滚,消防官兵及时赶到现场将大火扑灭,所幸火灾未造成人员伤亡。据调查,引起火灾的原因竟是车主自己放鞭炮。http://t.cn/8FI4XsV",2,春节 放鞭炮 车主 放鞭炮 不慎 引燃 新车 月 日时 左右 沙坪坝区 曾家镇 医院 附近 一辆 面包车 突然 起火 浓烟滚滚 消防官兵 及时 赶到 现场 大火 扑灭 火灾 未 造成 人员伤亡 据调查 引起 火灾 原因 竟是 车主 放鞭炮 httptcnFIXsV ,133
深圳禁摩限电,看到知乎有人讨论深圳禁摩限电，想起大学的时候在课堂上讨论过这个问题。当时老师让人站队，然后问反方的朋友，为什么要反对禁摩？我当时是懵逼的。把我东西抢走了还问为啥要不能抢呢，在你国生存还得琢磨这些问题真的很累啊。,1,看到 知乎 有人 讨论 深圳 禁摩 限电 想起 大学 课堂 讨论 问题 当时 老师 站队 问 反方 朋友 反对 禁摩 当时 懵 逼 东西 抢走了 问 为啥 不能 抢 你国 生存 琢磨 问题 真的 很累 ,101
春节放鞭炮,#LA春节特辑#1月30晚上10点至午夜12点，洛杉矶唐人街Thien Hau Temple将举行春节传统庆祝活动——午夜庙会，烧香、供奉神明、舞狮、放鞭炮等传统项目在这里一个不落~！相信来这里将会让你度过一个难忘的除夕夜！@途秀,0,LA 春节 特辑 月 晚上 点至 午夜 点 洛杉矶 唐人街 ThienHauTemple 举行 春节 传统 庆祝 活动 午夜 庙会 烧香 供奉 神明 舞狮 放鞭炮 传统 项目 一个 落 相信 将会 度过 一个 难忘 除夕夜 途秀 ,115
春节放鞭炮,#民生服务#【宁波市中医院急诊春节期间不放假 照常24小时开诊】2月9—13日(除夕至初四)中医院总部门诊按节假日值班安排(详见www.nbszyy.com.cn)，初五起恢复正常，江东门诊部2月9—14日停诊。PS：春节不放鞭炮、注意饮食……#绿色过年#！远离医院！医生坐诊咨询电话：87089035，收藏，以备不时之需！,1,民生 服务 宁波市 中医院 急诊 春节 期间 放假 照常 小时 开诊 月 日 除夕 初四 中医院 总部 门诊 节假日 值班 安排 详见 wwwnbszyycomcn 初五 恢复正常 江东 门诊部 月 日 停诊 PS 春节 放鞭炮 注意 饮食 绿色 过年 远离 医院 医生 坐诊 咨询电话 收藏 以备 不时之需 ,155
俄罗斯在叙利亚的反恐行动,看来美国佬从未放弃对IS的支持的原因，就是妄想所有国家都要听它的呢。,0,看来 美国佬 从未 放弃 IS 支持 原因 妄想 国家 听 ,30
IphoneSE,这条评论来自单手打字的SE,0,条 评论 单手 打字 SE ,14
开放二胎,#早餐这样吃#早上好据说这是开放二胎政策后的早餐WeChat:thyanjiuyuan。,0,早餐 吃 早上好 据说 这是 开放 二胎 政策 早餐 WeChatthyanjiuyuan ,46
俄罗斯在叙利亚的反恐行动,国内国外这么多领导，我就喜欢普京,0,国内 国外 领导 喜欢 普京 ,15
开放二胎,#80后危机# 养老金空账，延迟退休，以房养老，开放二胎，所有的这些，都一致指向80后需要面对的养儿、养老和养自己的问题。我的梦想养老模式就是攒钱，买套商铺，老的时候靠商铺每个月的租金养老，为了有个安详的晚年，现在加油吧,1,危机 养老金 空账 延迟 退休 以房 养老 开放 二胎 一致 指向 需要 面对 养儿 养老 养 问题 梦想 养老 模式 攒钱 买套 商铺 老 商铺 每个 月 租金 养老 有个 安详 晚年 现在 加油 ,100
IphoneSE,加拿大皇家银行分析师Amit Daryanani已经对iPhoneSE物料成本(16GB版本)进行了核算，其成本价格居然在260美元左右，这多少有点出乎意料。相比260美元的成本价来说，Amit Daryanani认为苹果给出的16GB 399美元价格(国行售价3288元)，还是非常良心和厚道的。,0,加拿大 皇家 银行 分析师 AmitDaryanani 已经 iPhoneSE 物料 成本 GB 版本 进行 核算 成本 价格 居然 美元 左右 有点 出乎意料 相比 美元 成本价 AmitDaryanani 认为 苹果 给出 GB 美元 价格 国行 售价 元 非常 良心 厚道 ,140
开放二胎,本来生孩子就痛，养个孩子压力本来就大，生了出门还恨不得拿链子拽着，还得随时做好保护孩子与抢人贩决一死战的准备，这社会怎么了，别说二胎，一胎都不敢生，养不起，伤不起@全球儿童安全组织 @公安局 @平安茂名,1,本来 生 孩子 痛养个 孩子 压力 本来 大生 出门 恨不得 链子 拽 做好 保护 孩子 抢 人贩 决一死战 准备 社会 二胎 一胎 不敢 生 养不起 伤不起 全球 儿童 安全 组织 公安局 平安 茂名 ,102
深圳禁摩限电,除公共交通工具外所有机动车全部禁止，短距离都骑自行车电动车摩托车，速度限制在３０ｋｍ。长距离的坐公共交通工具，你再看看路上堵不堵，一群拍屁股做决定的。。。,1,公共 交通工具 外 机动车 禁止 短距离 骑 自行车 电动车 摩托车 速度限制 长距离 坐 公共 交通工具 看看 路上 堵不堵 一群 拍 屁股 做 决定 ,77
开放二胎,【#梦想合伙人#凤凰公映礼 姚晨挺二胎孕肚出席】昨晚，#凤凰公映礼#迎来《梦想合伙人》做客。曾执导#来自星星的你#的韩籍导演@张太维 ，携主演@李晨 @姚晨 @唐嫣 @郝蕾 #UNIQ#到场。当天，身怀二胎的#姚晨#一身黑裙神采奕奕，#唐嫣#大秀美腿惊艳全场，男团UNIQ青春帅气受粉丝热捧~,0,梦想 合伙人 凤凰 公映 礼 姚晨 挺 二胎 孕肚 出席 昨晚 凤凰 公映 礼 迎来 梦想 合伙人 做客 执导 星星 韩籍 导演 张太维 携 主演 李晨 姚晨 唐嫣 郝蕾 UNIQ 到场 当天 身怀 二胎 姚晨 一身 黑裙 神采奕奕 唐嫣 秀美 腿 惊艳 全场 男团 UNIQ 青春 帅气 受 粉丝 热 捧 ,154
